keypoint,x,y,action
M,411,364,0
N,438,415,0
O,0,0,0
P,428,479,0
Q,427,479,0
A,428,178,0
B,440,165,0
C,418,163,0
D,529,139,0
E,15,355,0
F,535,235,0
G,323,229,0
H,548,298,0
I,312,242,0
J,334,299,0
K,227,285,0
L,522,364,0
M,411,364,0
N,438,415,0
O,0,0,0
P,428,479,0
Q,427,479,0
A,428,178,0
B,440,165,0
C,418,163,0
D,529,139,0
E,15,355,0
F,535,235,0
G,323,229,0
H,548,298,0
I,312,242,0
J,334,299,0
K,227,285,0
L,522,364,0
M,411,364,0
N,438,415,0
O,0,0,0
P,428,479,0
Q,427,479,0
A,428,178,0
B,440,165,0
C,418,163,0
D,529,139,0
E,15,355,0
F,535,235,0
G,323,229,0
H,548,298,0
I,312,242,0
J,334,299,0
K,227,285,0
L,522,364,0
M,411,364,0
N,438,415,0
O,0,0,0
P,428,479,0
Q,427,479,0
A,428,178,0
B,440,165,0
C,418,163,0
D,529,139,0
E,15,355,0
F,535,235,0
G,323,229,0
H,548,298,0
I,312,242,0
J,334,299,0
K,227,285,0
L,522,364,0
M,411,364,0
N,438,415,0
O,0,0,0
P,428,479,0
Q,427,479,0
A,428,178,0
B,440,165,0
C,418,163,0
D,529,139,0
E,15,355,0
F,535,235,0
G,323,229,0
H,548,298,0
I,312,242,0
J,334,299,0
K,227,285,0
L,522,364,0
M,411,364,0
N,438,415,0
O,0,0,0
P,428,479,0
Q,427,479,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,149,71,0
B,166,63,0
C,141,59,0
D,0,0,0
E,110,60,0
F,145,120,0
G,93,111,0
H,184,173,0
I,-9,131,0
J,187,176,0
K,73,189,0
L,133,242,0
M,0,0,0
N,232,291,0
O,175,304,0
P,216,370,0
Q,140,405,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,252,529,0
B,941,401,0
C,241,415,0
D,0,0,0
E,11,526,0
F,729,525,0
G,245,932,0
H,732,550,0
I,488,665,0
J,737,670,0
K,482,676,0
L,728,675,0
M,710,676,0
N,721,818,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,387,193,0
B,391,186,0
C,383,184,0
D,312,173,0
E,318,176,0
F,389,250,0
G,241,230,0
H,395,347,0
I,169,302,0
J,393,370,0
K,244,408,0
L,331,420,0
M,244,417,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,787,101,0
B,798,86,0
C,648,83,0
D,810,10,0
E,634,8,0
F,944,267,0
G,478,175,0
H,952,454,0
I,312,370,0
J,979,547,0
K,316,617,0
L,0,0,0
M,477,549,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,399,114,0
B,410,72,0
C,384,72,0
D,468,108,0
E,320,109,0
F,480,190,0
G,305,234,0
H,566,305,0
I,0,0,0
J,473,304,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,487,264,0
B,492,256,0
C,478,253,0
D,500,187,0
E,337,180,0
F,624,365,0
G,303,274,0
H,628,544,0
I,0,368,0
J,0,0,0
K,155,463,0
L,480,635,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,334,106,0
B,384,71,0
C,333,76,0
D,397,74,0
E,0,0,0
F,412,133,0
G,323,135,0
H,414,226,0
I,318,223,0
J,405,248,0
K,326,251,0
L,405,287,0
M,330,290,0
N,397,371,0
O,394,310,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,174,75,0
B,179,59,0
C,170,63,0
D,97,43,0
E,146,45,0
F,110,73,0
G,110,76,0
H,134,112,0
I,56,123,0
J,113,86,0
K,115,163,0
L,115,132,0
M,81,123,0
N,111,141,0
O,62,130,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,492,80,0
B,625,13,0
C,487,16,0
D,639,87,0
E,477,94,0
F,804,349,0
G,489,352,0
H,792,443,0
I,316,457,0
J,1126,358,0
K,468,533,0
L,792,546,0
M,625,544,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,251,132,0
B,309,123,0
C,244,124,0
D,325,130,0
E,256,105,0
F,388,234,0
G,230,229,0
H,398,352,0
I,152,301,0
J,475,314,0
K,157,288,0
L,328,406,0
M,241,412,0
N,404,472,0
O,238,467,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
L,323,347,0
M,390,304,0
N,331,479,0
O,311,478,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
L,323,347,0
M,390,304,0
N,331,479,0
O,311,478,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
L,323,347,0
M,390,304,0
N,331,479,0
O,311,478,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
L,323,347,0
M,390,304,0
N,331,479,0
O,311,478,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
L,323,347,0
M,390,304,0
N,331,479,0
O,311,478,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
L,323,347,0
M,390,304,0
N,331,479,0
O,311,478,0
P,0,0,0
Q,0,0,0
A,252,63,0
B,307,55,0
C,244,56,0
D,317,58,0
E,320,16,0
F,332,126,0
G,321,176,0
H,464,185,0
I,231,242,0
J,398,230,0
K,251,302,0
