keypoint,x,y,action
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,201,155,1
B,204,153,1
C,202,151,1
D,125,143,1
E,199,148,1
F,174,150,1
G,170,148,1
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,201,155,1
B,204,153,1
C,202,151,1
D,125,143,1
E,199,148,1
F,174,150,1
G,170,148,1
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,201,155,1
B,204,153,1
C,202,151,1
D,125,143,1
E,199,148,1
F,174,150,1
G,170,148,1
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,201,155,1
B,204,153,1
C,202,151,1
D,125,143,1
E,199,148,1
F,174,150,1
G,170,148,1
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,201,155,1
B,204,153,1
C,202,151,1
D,125,143,1
E,199,148,1
F,174,150,1
G,170,148,1
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,201,155,1
B,204,153,1
C,202,151,1
D,125,143,1
E,199,148,1
F,174,150,1
G,170,148,1
H,158,154,1
I,152,174,1
J,192,172,1
K,149,173,1
L,158,160,1
M,121,148,1
N,154,180,1
O,154,179,1
P,151,209,1
Q,146,209,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,59,106,1
B,62,104,1
C,18,123,1
D,343,136,1
E,366,88,1
F,79,111,1
G,59,113,1
H,321,185,1
I,12,205,1
J,87,137,1
K,276,207,1
L,76,138,1
M,61,136,1
N,80,155,1
O,180,174,1
P,86,193,1
Q,183,205,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,249,117,1
B,253,110,1
C,247,113,1
D,83,64,1
E,94,64,1
F,78,75,1
G,104,74,1
H,71,116,1
I,109,115,1
J,91,118,1
K,103,118,1
L,98,128,1
M,105,129,1
N,98,181,1
O,104,181,1
P,104,230,1
Q,99,230,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,407,133,1
B,415,124,1
C,405,123,1
D,0,0,1
E,0,0,1
F,476,176,1
G,321,168,1
H,0,0,1
I,484,265,1
J,0,0,1
K,488,179,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,950,668,1
H,0,0,1
I,1425,268,1
J,491,949,1
K,0,0,1
L,0,0,1
M,0,0,1
N,1194,410,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,318,100,1
B,327,91,1
C,311,91,1
D,385,97,1
E,304,96,1
F,406,180,1
G,249,178,1
H,569,179,1
I,147,178,1
J,0,0,1
K,0,0,1
L,389,355,1
M,248,353,1
N,322,193,1
O,328,209,1
P,326,226,1
Q,329,227,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,942,403,1
B,942,394,1
C,728,399,1
D,0,0,1
E,713,400,1
F,959,419,1
G,493,414,1
H,1209,663,1
I,0,0,1
J,1201,818,1
K,477,956,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,1204,678,1
Q,1203,678,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,963,398,1
B,1195,258,1
C,958,394,1
D,1208,259,1
E,0,0,1
F,1204,394,1
G,1423,394,1
H,966,416,1
I,1202,538,1
J,956,419,1
K,958,671,1
L,1199,682,1
M,1207,682,1
N,1198,680,1
O,1206,680,1
P,0,0,1
Q,0,0,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,102,546,1
B,103,544,1
C,101,544,1
D,710,546,1
E,0,0,1
F,107,550,1
G,97,551,1
H,110,706,1
I,94,703,1
J,109,556,1
K,98,556,1
L,711,710,1
M,99,708,1
N,105,707,1
O,97,708,1
P,707,720,1
Q,701,719,1
A,160,245,1
B,154,189,1
C,149,349,1
D,171,192,1
E,0,0,1
F,229,242,1
G,159,251,1
H,320,305,1
I,169,304,1
J,0,0,1
K,0,0,1
L,256,294,1
M,249,299,1
N,0,0,1
O,0,0,1
P,401,282,1
Q,401,285,1
A,160,245,1
B,154,189,1
C,149,349,1
D,171,192,1
E,0,0,1
F,229,242,1
G,159,251,1
H,320,305,1
I,169,304,1
J,0,0,1
K,0,0,1
L,256,294,1
M,249,299,1
N,0,0,1
O,0,0,1
P,401,282,1
Q,401,285,1
A,160,245,1
B,154,189,1
C,149,349,1
D,171,192,1
E,0,0,1
F,229,242,1
G,159,251,1
H,320,305,1
I,169,304,1
J,0,0,1
K,0,0,1
L,256,294,1
M,249,299,1
N,0,0,1
O,0,0,1
P,401,282,1
Q,401,285,1
A,160,245,1
B,154,189,1
C,149,349,1
D,171,192,1
E,0,0,1
F,229,242,1
G,159,251,1
H,320,305,1
I,169,304,1
J,0,0,1
K,0,0,1
L,256,294,1
M,249,299,1
N,0,0,1
O,0,0,1
P,401,282,1
Q,401,285,1
A,160,245,1
B,154,189,1
C,149,349,1
D,171,192,1
E,0,0,1
F,229,242,1
G,159,251,1
H,320,305,1
I,169,304,1
